id,Vendor_id,Vendor_Name,Item_Name,Item_id,Grossweight,Mtrs,Corewt,Rollno,Created_By,Created_Dt,Invoice_No,Invoice_By,Invoice_Dt,Rate,Updated_By,Updated_Dt,Confirm_Rate,Confirm_By,Confirm_Dt,Sales_Confirm,Sales_Confirm_By,Sales_Confirm_Dt,Freight,Billed,Billed_Id,Billed_By,Billed_Dt,Freight_val,Unit,Order_id,Moveto,BillingNumber,TruckNumber,Anex_Confirm,Audit,Audit_By,Audit_Dt,Payment_App,Payment_App_By,Payment_App_Dt,BillingAmount,Audit_Verified,Audit_Verified_By,Audit_Verified_Dt,Weight_Verified,Weight_Verified_By,Weight_Verified_Dt
528131,1005,SHANTHALA ENTERPRISES,17 HD W BASIC DSS L,3089,165.65,2015,1.7,1012,UNIT3,21-03-2018 11:46,18339,NULL,21-03-2018 11:47,105.75,NULL,NULL,Y,murali,28-03-2018 10:27,Y,murali,28-03-2018 10:15,NULL,Y,5278,sangmesh,29-03-2018 12:05,0,3,12388,3,III02041,KA11A4791,S,Y,venkatesh,28-03-2018 10:38,Y,balu,28-03-2018 14:14,578463.14,Y,venkatesh,29-03-2018 12:19,Y,prakash,31-03-2018 13:21
568086,1005,SHANTHALA ENTERPRISES,17 HD W BASIC DSS L,3089,121.75,1485,1.5,14,UNIT3,25-04-2018 10:57,20409,NULL,25-04-2018 11:32,107.75,NULL,NULL,Y,murali,26-04-2018 14:13,Y,murali,25-04-2018 17:06,NULL,Y,4998,sangmesh,26-04-2018 16:32,0,3,13891,3,M00186,MH04FP1185,S,Y,venkatesh,26-04-2018 14:37,Y,balu,26-04-2018 15:05,488101.1,Y,venkatesh,26-04-2018 16:47,Y,prakash,03-05-2018 17:19
568087,1005,SHANTHALA ENTERPRISES,17 HD W BASIC DSS L,3089,158.05,1920,1.6,791,UNIT3,25-04-2018 10:58,20409,NULL,25-04-2018 11:32,107.75,NULL,NULL,Y,murali,26-04-2018 14:13,Y,murali,25-04-2018 17:06,NULL,Y,4998,sangmesh,26-04-2018 16:32,0,3,13891,3,M00186,MH04FP1185,S,Y,venkatesh,26-04-2018 14:37,Y,balu,26-04-2018 15:05,488101.1,Y,venkatesh,26-04-2018 16:47,Y,prakash,03-05-2018 17:19
568088,1005,SHANTHALA ENTERPRISES,17 HD W BASIC DSS L,3089,171.95,2100,1.5,377,UNIT3,25-04-2018 10:58,20409,NULL,25-04-2018 11:32,107.75,NULL,NULL,Y,murali,26-04-2018 14:13,Y,murali,25-04-2018 17:06,NULL,Y,4998,sangmesh,26-04-2018 16:32,0,3,13891,3,M00186,MH04FP1185,S,Y,venkatesh,26-04-2018 14:37,Y,balu,26-04-2018 15:05,488101.1,Y,venkatesh,26-04-2018 16:47,Y,prakash,03-05-2018 17:19
568089,1005,SHANTHALA ENTERPRISES,17 HD W BASIC DSS L,3089,175.55,2160,1.8,376,UNIT3,25-04-2018 10:59,20409,NULL,25-04-2018 11:32,107.75,NULL,NULL,Y,murali,26-04-2018 14:13,Y,murali,25-04-2018 17:06,NULL,Y,4998,sangmesh,26-04-2018 16:32,0,3,13891,3,M00186,MH04FP1185,S,Y,venkatesh,26-04-2018 14:37,Y,balu,26-04-2018 15:05,488101.1,Y,venkatesh,26-04-2018 16:47,Y,prakash,03-05-2018 17:19
568090,1005,SHANTHALA ENTERPRISES,17 HD W BASIC DSS L,3089,161.5,2000,1.7,774,UNIT3,25-04-2018 10:59,20409,NULL,25-04-2018 11:32,107.75,NULL,NULL,Y,murali,26-04-2018 14:13,Y,murali,25-04-2018 17:06,NULL,Y,4998,sangmesh,26-04-2018 16:32,0,3,13891,3,M00186,MH04FP1185,S,Y,venkatesh,26-04-2018 14:37,Y,balu,26-04-2018 15:05,488101.1,Y,venkatesh,26-04-2018 16:47,Y,prakash,03-05-2018 17:19
568091,1005,SHANTHALA ENTERPRISES,17 HD W BASIC DSS L,3089,141.05,1710,1.9,1098,UNIT3,25-04-2018 11:00,20409,NULL,25-04-2018 11:32,107.75,NULL,NULL,Y,murali,26-04-2018 14:13,Y,murali,25-04-2018 17:06,NULL,Y,4998,sangmesh,26-04-2018 16:32,0,3,13891,3,M00186,MH04FP1185,S,Y,venkatesh,26-04-2018 14:37,Y,balu,26-04-2018 15:05,488101.1,Y,venkatesh,26-04-2018 16:47,Y,prakash,03-05-2018 17:19
568092,1005,SHANTHALA ENTERPRISES,17 HD W BASIC DSS L,3089,118.95,1460,1.4,148,UNIT3,25-04-2018 11:00,20409,NULL,25-04-2018 11:32,107.75,NULL,NULL,Y,murali,26-04-2018 14:13,Y,murali,25-04-2018 17:06,NULL,Y,4998,sangmesh,26-04-2018 16:32,0,3,13891,3,M00186,MH04FP1185,S,Y,venkatesh,26-04-2018 14:37,Y,balu,26-04-2018 15:05,488101.1,Y,venkatesh,26-04-2018 16:47,Y,prakash,03-05-2018 17:19
568093,1005,SHANTHALA ENTERPRISES,17 HD W BASIC DSS L,3089,159.4,1965,1.8,793,UNIT3,25-04-2018 11:00,20409,NULL,25-04-2018 11:32,107.75,NULL,NULL,Y,murali,26-04-2018 14:13,Y,murali,25-04-2018 17:06,NULL,Y,4998,sangmesh,26-04-2018 16:32,0,3,13891,3,M00186,MH04FP1185,S,Y,venkatesh,26-04-2018 14:37,Y,balu,26-04-2018 15:05,488101.1,Y,venkatesh,26-04-2018 16:47,Y,prakash,03-05-2018 17:19
568094,1005,SHANTHALA ENTERPRISES,17 HD W BASIC DSS L,3089,158.65,2050,1.7,793,UNIT3,25-04-2018 11:22,20409,NULL,25-04-2018 11:32,107.75,NULL,NULL,Y,murali,26-04-2018 14:13,Y,murali,25-04-2018 17:06,NULL,Y,4998,sangmesh,26-04-2018 16:32,0,3,13891,3,M00186,MH04FP1185,S,Y,venkatesh,26-04-2018 14:37,Y,balu,26-04-2018 15:05,488101.1,Y,venkatesh,26-04-2018 16:47,Y,prakash,03-05-2018 17:19
