id,Vendor_id,Vendor_Name,Item_Name,Item_id,Grossweight,Mtrs,Corewt,Rollno,Created_By,Created_Dt,Invoice_No,Invoice_By,Invoice_Dt,Rate,Updated_By,Updated_Dt,Confirm_Rate,Confirm_By,Confirm_Dt,Sales_Confirm,Sales_Confirm_By,Sales_Confirm_Dt,Freight,Billed,Billed_Id,Billed_By,Billed_Dt,Freight_val,O_Invoice_no,O_Bill_date,O_Mtrs_rate,Mtrsrate,Unit,Order_id,Moveto,BillingNumber,TruckNumber,Received,State,Anex_Confirm,Anex_Confirm_By,Anex_Confirm_Dt,BUnit,VehicleNo_By,VehicleNo_Dt,VehicleNo_ID,VehicleNo,Payment_By,Payment_Dt,Payment,Audit,Audit_By,Audit_Dt,Payment_App,Payment_App_By,Payment_App_Dt,Loading,Loading_By,Loading_Dt,BillingAmount,Audit_Verified,Audit_Verified_By,Audit_Verified_Dt,Weight_Verified,Weight_Verified_By,Weight_Verified_Dt,CVendor_id,CChanged_By,CChanged_Dt
528121,1005,"SHANTHALA ENTERPRISES","17 HD W BASIC DSS L",3089,0164.00,2025,1.5,1604,UNIT3,"2018-03-20 12:58:41",18339,NULL,"2018-03-21 11:47:23",105.75,NULL,NULL,Y,murali,"2018-03-28 10:27:18",Y,murali,"2018-03-28 10:15:27",NULL,Y,5278,sangmesh,"2018-03-29 12:05:52",0.00,NULL,NULL,NULL,NULL,3,12388,3,III02041,KA11A4791,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Y,venkatesh,"2018-03-28 10:38:44",Y,balu,"2018-03-28 14:14:31",NULL,NULL,NULL,578463.14,Y,venkatesh,"2018-03-29 12:19:54",Y,prakash,"2018-03-31 13:21:08",NULL,NULL,NULL
528122,1005,"SHANTHALA ENTERPRISES","17 HD W BASIC DSS L",3089,0164.60,2000,1.7,01,UNIT3,"2018-03-20 12:59:06",18339,NULL,"2018-03-21 11:47:23",105.75,NULL,NULL,Y,murali,"2018-03-28 10:27:18",Y,murali,"2018-03-28 10:15:27",NULL,Y,5278,sangmesh,"2018-03-29 12:05:52",0.00,NULL,NULL,NULL,NULL,3,12388,3,III02041,KA11A4791,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Y,venkatesh,"2018-03-28 10:38:44",Y,balu,"2018-03-28 14:14:31",NULL,NULL,NULL,578463.14,Y,venkatesh,"2018-03-29 12:19:54",Y,prakash,"2018-03-31 13:21:08",NULL,NULL,NULL
528123,1005,"SHANTHALA ENTERPRISES","17 HD W BASIC DSS L",3089,0153.00,1865,1.6,700,UNIT3,"2018-03-20 12:59:45",18339,NULL,"2018-03-21 11:47:23",105.75,NULL,NULL,Y,murali,"2018-03-28 10:27:18",Y,murali,"2018-03-28 10:15:27",NULL,Y,5278,sangmesh,"2018-03-29 12:05:52",0.00,NULL,NULL,NULL,NULL,3,12388,3,III02041,KA11A4791,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Y,venkatesh,"2018-03-28 10:38:44",Y,balu,"2018-03-28 14:14:31",NULL,NULL,NULL,578463.14,Y,venkatesh,"2018-03-29 12:19:54",Y,prakash,"2018-03-31 13:21:08",NULL,NULL,NULL
528124,1005,"SHANTHALA ENTERPRISES","17 HD W BASIC DSS L",3089,0138.30,1685,1.5,1103,UNIT3,"2018-03-20 13:00:06",18339,NULL,"2018-03-21 11:47:23",105.75,NULL,NULL,Y,murali,"2018-03-28 10:27:18",Y,murali,"2018-03-28 10:15:27",NULL,Y,5278,sangmesh,"2018-03-29 12:05:52",0.00,NULL,NULL,NULL,NULL,3,12388,3,III02041,KA11A4791,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Y,venkatesh,"2018-03-28 10:38:44",Y,balu,"2018-03-28 14:14:31",NULL,NULL,NULL,578463.14,Y,venkatesh,"2018-03-29 12:19:54",Y,prakash,"2018-03-31 13:21:08",NULL,NULL,NULL
528125,1005,"SHANTHALA ENTERPRISES","17 HD W BASIC DSS L",3089,0169.00,2060,1.7,1011,UNIT3,"2018-03-20 13:00:31",18339,NULL,"2018-03-21 11:47:23",105.75,NULL,NULL,Y,murali,"2018-03-28 10:27:18",Y,murali,"2018-03-28 10:15:27",NULL,Y,5278,sangmesh,"2018-03-29 12:05:52",0.00,NULL,NULL,NULL,NULL,3,12388,3,III02041,KA11A4791,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Y,venkatesh,"2018-03-28 10:38:44",Y,balu,"2018-03-28 14:14:31",NULL,NULL,NULL,578463.14,Y,venkatesh,"2018-03-29 12:19:54",Y,prakash,"2018-03-31 13:21:08",NULL,NULL,NULL
528126,1005,"SHANTHALA ENTERPRISES","17 HD W BASIC DSS L",3089,0171.05,2185,1.8,01,UNIT3,"2018-03-20 13:00:52",18339,NULL,"2018-03-21 11:47:23",105.75,NULL,NULL,Y,murali,"2018-03-28 10:27:18",Y,murali,"2018-03-28 10:15:27",NULL,Y,5278,sangmesh,"2018-03-29 12:05:52",0.00,NULL,NULL,NULL,NULL,3,12388,3,III02041,KA11A4791,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Y,venkatesh,"2018-03-28 10:38:44",Y,balu,"2018-03-28 14:14:31",NULL,NULL,NULL,578463.14,Y,venkatesh,"2018-03-29 12:19:54",Y,prakash,"2018-03-31 13:21:08",NULL,NULL,NULL
528127,1005,"SHANTHALA ENTERPRISES","17 HD W BASIC DSS L",3089,0137.00,1665,1.5,1106,UNIT3,"2018-03-20 13:01:54",18339,NULL,"2018-03-21 11:47:23",105.75,NULL,NULL,Y,murali,"2018-03-28 10:27:18",Y,murali,"2018-03-28 10:15:27",NULL,Y,5278,sangmesh,"2018-03-29 12:05:52",0.00,NULL,NULL,NULL,NULL,3,12388,3,III02041,KA11A4791,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Y,venkatesh,"2018-03-28 10:38:44",Y,balu,"2018-03-28 14:14:31",NULL,NULL,NULL,578463.14,Y,venkatesh,"2018-03-29 12:19:54",Y,prakash,"2018-03-31 13:21:08",NULL,NULL,NULL
528128,1005,"SHANTHALA ENTERPRISES","17 HD W BASIC DSS L",3089,0121.35,1470,1.6,1067,UNIT3,"2018-03-21 11:45:49",18339,NULL,"2018-03-21 11:47:23",105.75,NULL,NULL,Y,murali,"2018-03-28 10:27:18",Y,murali,"2018-03-28 10:15:27",NULL,Y,5278,sangmesh,"2018-03-29 12:05:52",0.00,NULL,NULL,NULL,NULL,3,12388,3,III02041,KA11A4791,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Y,venkatesh,"2018-03-28 10:38:44",Y,balu,"2018-03-28 14:14:31",NULL,NULL,NULL,578463.14,Y,venkatesh,"2018-03-29 12:19:54",Y,prakash,"2018-03-31 13:21:08",NULL,NULL,NULL
528129,1005,"SHANTHALA ENTERPRISES","17 HD W BASIC DSS L",3089,0146.60,1750,1.5,1107,UNIT3,"2018-03-21 11:46:11",18339,NULL,"2018-03-21 11:47:23",105.75,NULL,NULL,Y,murali,"2018-03-28 10:27:18",Y,murali,"2018-03-28 10:15:27",NULL,Y,5278,sangmesh,"2018-03-29 12:05:52",0.00,NULL,NULL,NULL,NULL,3,12388,3,III02041,KA11A4791,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Y,venkatesh,"2018-03-28 10:38:44",Y,balu,"2018-03-28 14:14:31",NULL,NULL,NULL,578463.14,Y,venkatesh,"2018-03-29 12:19:54",Y,prakash,"2018-03-31 13:21:08",NULL,NULL,NULL
528130,1005,"SHANTHALA ENTERPRISES","17 HD W BASIC DSS L",3089,0141.90,1705,1.5,104,UNIT3,"2018-03-21 11:46:41",18339,NULL,"2018-03-21 11:47:23",105.75,NULL,NULL,Y,murali,"2018-03-28 10:27:18",Y,murali,"2018-03-28 10:15:27",NULL,Y,5278,sangmesh,"2018-03-29 12:05:52",0.00,NULL,NULL,NULL,NULL,3,12388,3,III02041,KA11A4791,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Y,venkatesh,"2018-03-28 10:38:44",Y,balu,"2018-03-28 14:14:31",NULL,NULL,NULL,578463.14,Y,venkatesh,"2018-03-29 12:19:54",Y,prakash,"2018-03-31 13:21:08",NULL,NULL,NULL
